startup_name,tagline,detail_url,category,list_page,name_clean,name_clean_v2
Hydroquest,Hydrokinetic turbines for rivers and estuaries,https://www.frenchcleantech.com/company/categories/energy-generation/profile/hydroquest-hydrokinetic-turbines-for-rivers-and-estuaries.html,Energy generation (95),5,HYDROQUEST,HYDROQUEST
Aqylon,Power generation & Solar thermal heat,https://www.frenchcleantech.com/company/categories/energy-generation/profile/aqylyon-.html,Energy generation (95),5,AQYLON,AQYLON
Disasolar,Flexible Innovative Solution,https://www.frenchcleantech.com/company/categories/energy-generation/profile/disasolar-flexible-innovative-solution.html,Energy generation (95),6,DISASOLAR,DISASOLAR
Nenuphar,Vertical axis wind turbine,https://www.frenchcleantech.com/company/categories/energy-generation/profile/nenuphar-vertical-axis-wind-turbine.html,Energy generation (95),6,NENUPHAR,NENUPHAR
Open Ocean,Marine energy consultancy,https://www.frenchcleantech.com/company/categories/energy-generation/profile/open-ocean-marine-energy-consultancy.html,Energy generation (95),6,OPEN OCEAN,OPEN OCEAN
Helioclim,Reversible solar air conditioning solutions,https://www.frenchcleantech.com/company/categories/energy-generation/profile/helioclim-reversible-solar-air-conditioning-solutions.html,Energy generation (95),6,HELIOCLIM,HELIOCLIM
Metnext,Weather risk management,https://www.frenchcleantech.com/company/categories/energy-generation/profile/metnext-weather-risk-management.html,Energy generation (95),6,METNEXT,METNEXT
ez-Wheel,Electric wheel solutions,https://www.frenchcleantech.com/company/categories/energy-generation/profile/ez-wheel-electric-wheel-solutions.html,Energy generation (95),7,EZ WHEEL,EZ WHEEL
Ecolacteo,Heat recovery systems for cooling units,https://www.frenchcleantech.com/company/categories/energy-generation/profile/ecolacteo-heat-recovery-systems-for-cooling-units.html,Energy generation (95),7,ECOLACTEO,ECOLACTEO
Photofuel,Harnessing the energy of sunlight photons,https://www.frenchcleantech.com/company/categories/energy-generation/profile/photofuel-harnessing-the-energy-of-sunlight-photons.html,Energy generation (95),7,PHOTOFUEL,PHOTOFUEL
Biomethodes,"Integrated biotech, Renewable chemistry and energy",https://www.frenchcleantech.com/company/categories/energy-generation/profile/biomethodes-integrated-biotech-renewable-chemistry-and-energy.html,Energy generation (95),7,BIOMETHODES,BIOMETHODES
Greensystech,Micro energy system solution,https://www.frenchcleantech.com/company/categories/energy-generation/profile/greensystech-micro-energy-system-solution.html,Energy generation (95),7,GREENSYSTECH,GREENSYSTECH
Solar Euromed,Concentrated Solar Power Technology,https://www.frenchcleantech.com/company/categories/energy-generation/profile/solar-euromed-concentrated-solar-power-technology.html,Energy generation (95),8,SOLAR EUROMED,SOLAR EUROMED
Watt & Sea,Cruising hydrogenerator,https://www.frenchcleantech.com/company/categories/energy-generation/profile/watt-sea-cruising-hydrogenerator.html,Energy generation (95),8,WATT SEA,WATT SEA
Turbiwatt,Hydroelectric turbines for low waterflows,https://www.frenchcleantech.com/company/categories/energy-generation/profile/turbiwatt-hydroelectric-turbines-for-low-waterflows.html,Energy generation (95),8,TURBIWATT,TURBIWATT
STIRAL,Converting energy,https://www.frenchcleantech.com/company/categories/energy-generation/profile/stiral-converting-energy.html,Energy generation (95),8,STIRAL,STIRAL
DDIS,Direct Drive Systems,https://www.frenchcleantech.com/company/categories/energy-generation/profile/ddis-60-direct-drive-systems.html,Energy generation (95),8,DDIS,DDIS
Eco.cinetic,Innovative tidal turbine,https://www.frenchcleantech.com/company/categories/energy-generation/profile/ecocinetic-innovative-tidal-turbine.html,Energy generation (95),9,ECO CINETIC,ECO CINETIC
Eviagenics,From biotech to cleantech,https://www.frenchcleantech.com/company/categories/energy-generation/profile/eviagenics-.html,Energy generation (95),9,EVIAGENICS,EVIAGENICS
Ennesys,Environemental Energy Systems,https://www.frenchcleantech.com/company/categories/energy-generation/profile/ennnesys-environemental-energy-systems.html,Energy generation (95),9,ENNESYS,ENNESYS
Wysips,The world’s first transparent photovoltaic film,https://www.frenchcleantech.com/company/categories/energy-generation/profile/wysips-the-worlds-first-transparent-photovoltaic-film.html,Energy generation (95),9,WYSIPS,WYSIPS
Mecamidi,Hydro Power expert,https://www.frenchcleantech.com/company/categories/energy-generation/profile/mecamidi-hydro-power-expert.html,Energy generation (95),9,MECAMIDI,MECAMIDI
SymbioFCell,Fuel cell systems solutions,https://www.frenchcleantech.com/company/categories/energy-generation/profile/symbiofcell-fuel-cell-systems-solutions.html,Energy generation (95),10,SYMBIOFCELL,SYMBIOFCELL
Novabiom,Miscanthus for renewable energy crops,https://www.frenchcleantech.com/company/categories/energy-generation/profile/novabiom-miscanthus-for-renewable-energy-crops-and-profitable.html,Energy generation (95),10,NOVABIOM,NOVABIOM
Heliotrop,High concentration PV modules,https://www.frenchcleantech.com/company/categories/energy-generation/profile/heliotrop-high-concentration-pv-modules.html,Energy generation (95),10,HELIOTROP,HELIOTROP
Aeolta,Vertical wind turbine,https://www.frenchcleantech.com/company/categories/energy-generation/profile/aeolta.html,Energy generation (95),10,AEOLTA,AEOLTA
Bulane,Zero carbon Gas solution,https://www.frenchcleantech.com/company/categories/energy-generation/profile/bulane-innovative-electrolysers.html,Energy generation (95),10,BULANE,BULANE
Exoes,Sustainable heat & Power Engine,https://www.frenchcleantech.com/company/categories/energy-generation/profile/exoes-sustainable-heat-power-engine.html,Energy generation (95),11,EXOES,EXOES
S'tile,Silicon wafers innovation for solar energy,https://www.frenchcleantech.com/company/categories/energy-generation/profile/stile-development-of-semiconductors-materials-for-solar-energy.html,Energy generation (95),11,S TILE,STILE
Emix,Silicon wafers for solar industries,https://www.frenchcleantech.com/company/categories/energy-generation/profile/emix-silicon-wafers-for-solar-industries.html,Energy generation (95),11,EMIX,EMIX
MRCC Industries,The internal combustion revisited,https://www.frenchcleantech.com/company/categories/energy-generation/profile/mrcc-industries-the-internal-combustion-revisited.html,Energy generation (95),11,MRCC INDUSTRIES,MRCC INDUSTRIES
I-D Tech Environnement,Make electricity with wilk.,https://www.frenchcleantech.com/company/categories/energy-generation/profile/i-d-tech-environnement-make-electricity-with-wilk.html,Energy generation (95),11,I D TECH ENVIRONNEMENT,ID TECH ENVIRONNEMENT
Hybrid Energies,Producing spirulina from biogas emissions,https://www.frenchcleantech.com/company/categories/energy-generation/profile/hybrid-energies-producing-spirulina-from-biogas-emissions.html,Energy generation (95),12,HYBRID ENERGIES,HYBRID ENERGIES
Céole,Wind tower construction plants,https://www.frenchcleantech.com/company/categories/energy-generation/profile/ceole-wind-tower-construction-plants.html,Energy generation (95),12,CEOLE,CEOLE
CETH,Innovative hydrogen production systems,https://www.frenchcleantech.com/company/categories/energy-generation/profile/ceth-innovating-hydrogen-production-systems.html,Energy generation (95),12,CETH,CETH
Cooltech,Magneto caloric cooling innovation,https://www.frenchcleantech.com/company/categories/energy-generation/profile/cooltech-magnetocaloric-cooling-innovation.html,Energy generation (95),12,COOLTECH,COOLTECH
2IDEA,Solar refrigerators & freezers,https://www.frenchcleantech.com/company/categories/energy-generation/profile/2idea-solar-refrigerators-freezers.html,Energy generation (95),12,2IDEA,2IDEA
S3d convert,S3d convert animal fat into biofuel,https://www.frenchcleantech.com/company/categories/energy-generation/profile/s3d-convert-animal-fat-into-electricity.html,Energy generation (95),13,S3D CONVERT,S3D CONVERT
Systovi,Innovative building integrated photovoltaïc,https://www.frenchcleantech.com/company/categories/energy-generation/profile/systovi-innovative-building-integrated-photovoltaic.html,Energy generation (95),13,SYSTOVI,SYSTOVI
Sud Ecowatt,Innovative solar heating,https://www.frenchcleantech.com/company/categories/energy-generation/profile/sud-ecowall-innovative-solar-heating.html,Energy generation (95),13,SUD ECOWATT,SUD ECOWATT
Tecnisun,Vacuum tube solar,https://www.frenchcleantech.com/company/categories/energy-generation/profile/tecnisun-vacuum-tube-solar.html,Energy generation (95),13,TECNISUN,TECNISUN
Deinove,reinvent bioethanol,https://www.frenchcleantech.com/company/categories/energy-generation/profile/deinove-reinvents-bioethanol.html,Energy generation (95),13,DEINOVE,DEINOVE
Arveni,Autonomous energy generator,https://www.frenchcleantech.com/company/categories/energy-generation/profile/arveni-autonomous-energy-generator.html,Energy generation (95),14,ARVENI,ARVENI
Eole Water,From Wind to water,https://www.frenchcleantech.com/company/categories/energy-generation/profile/eole-water-from-wind-to-water.html,Energy generation (95),14,EOLE WATER,EOLE WATER
PACMI,Microbial fuel cell technology,https://www.frenchcleantech.com/company/categories/energy-generation/profile/pacmi-microbial-fuel-cell-technology.html,Energy generation (95),14,PACMI,PACMI
Europlasma,Plasma torches technology,https://www.frenchcleantech.com/company/categories/energy-generation/profile/europlasma-plasma-torches-technology.html,Energy generation (95),14,EUROPLASMA,EUROPLASMA
Methaneva,Methanization & Biogas,https://www.frenchcleantech.com/company/categories/energy-generation/profile/methaneva-methanization-biogas.html,Energy generation (95),14,METHANEVA,METHANEVA
EHW Research,Increase solar yield,https://www.frenchcleantech.com/company/categories/energy-generation/profile/ehw-research-increase-solar-yield.html,Energy generation (95),15,EHW RESEARCH,EHW RESEARCH
Exosun,Solar tracking specialist,https://www.frenchcleantech.com/company/categories/energy-generation/profile/exosun-solar-tracking-specialist.html,Energy generation (95),15,EXOSUN,EXOSUN
Robin Sun,Glass wall producing hot water,https://www.frenchcleantech.com/company/categories/energy-generation/profile/robin-sun-launches-solar-glazing.html,Energy generation (95),15,ROBIN SUN,ROBIN SUN
Sinovia,City lighting solution,https://www.frenchcleantech.com/company/categories/energy-generation/profile/sinovia-city-lighting-solution.html,Energy generation (95),15,SINOVIA,SINOVIA
Brochier technologies,Photocatalytic pollution control solution,https://www.frenchcleantech.com/company/categories/energy-generation/profile/brochier-technologies-photocatalytic-pollution-control-solution.html,Energy generation (95),15,BROCHIER TECHNOLOGIES,BROCHIER TECHNOLOGIES
Windcap energy,Aerocap tower,https://www.frenchcleantech.com/company/categories/energy-generation/profile/windcap-energy-aerocap-tower.html,Energy generation (95),16,WINDCAP ENERGY,WINDCAP ENERGY
Hiolles industries,A growing player in renewable energy,https://www.frenchcleantech.com/company/categories/energy-generation/profile/hiolles-industries-a-growing-player-in-renewable-energy.html,Energy generation (95),16,HIOLLES INDUSTRIES,HIOLLES INDUSTRIES
Olmix,A green refinery project,https://www.frenchcleantech.com/company/categories/energy-generation/profile/olmix-a-green-refinery-project.html,Energy generation (95),16,OLMIX,OLMIX
Shamash,Innovative microalgae research,https://www.frenchcleantech.com/company/categories/energy-generation/profile/shamash-innovative-microalgae-research.html,Energy generation (95),16,SHAMASH,SHAMASH
Akaeno,Leveraging wastewater,https://www.frenchcleantech.com/company/categories/energy-generation/profile/akaeno-biological-treatment-of-industrial-wastewater.html,Energy generation (95),16,AKAENO,AKAENO
CNIM Group,Flue Gas Cleaning,https://www.frenchcleantech.com/company/categories/energy-generation/profile/cnim-flue-gas-cleaning.html,Energy generation (95),17,CNIM GROUP,CNIM GROUP
Solaref,Solar ice fridge,https://www.frenchcleantech.com/company/categories/energy-generation/profile/solaref-solar-ice-fridge.html,Energy generation (95),17,SOLAREF,SOLAREF
Apple wind,The wind future,https://www.frenchcleantech.com/company/categories/energy-generation/profile/apple-wind-the-wind-future.html,Energy generation (95),17,APPLE WIND,APPLE WIND
Nheolis,A revolution in wind energy,https://www.frenchcleantech.com/company/categories/energy-generation/profile/nheolis-a-revolution-in-wind-energy.html,Energy generation (95),17,NHEOLIS,NHEOLIS
Bionersis,Biogas to electricity,https://www.frenchcleantech.com/company/categories/energy-generation/profile/bionersis-biogas-to-energy-solutions.html,Energy generation (95),17,BIONERSIS,BIONERSIS
Ceram Hyd,Hydrogen storage,https://www.frenchcleantech.com/company/categories/energy-generation/profile/ceram-hyd-hydrogen-storage.html,Energy generation (95),18,CERAM HYD,CERAM HYD
Solaire direct,First french solar utility,https://www.frenchcleantech.com/company/categories/energy-generation/profile/solaire-direct-first-french-solar-utility.html,Energy generation (95),18,SOLAIRE DIRECT,SOLAIRE DIRECT
Vergnet,Wind turbine manufacturer,https://www.frenchcleantech.com/company/categories/energy-generation/profile/vergnet-the-only-french-wind-turbine-manufacturer.html,Energy generation (95),18,VERGNET,VERGNET
Sabella,Marine energy solutions,https://www.frenchcleantech.com/company/categories/energy-generation/profile/sabella-marine-energy-solutions.html,Energy generation (95),18,SABELLA,SABELLA
Global Bioenergies,Isobutene bioproduction,https://www.frenchcleantech.com/company/categories/energy-generation/profile/global-bioenergies-isobutene-bioproduction.html,Energy generation (95),18,GLOBAL BIOENERGIES,GLOBAL BIOENERGIES
Eco-solution,Microalgae based fuels,https://www.frenchcleantech.com/company/categories/energy-generation/profile/eco-solution-microalgae-based-fuels.html,Energy generation (95),19,ECO SOLUTION,ECO SOLUTION
Minix,Reduce aircraft vortex and pollution,https://www.frenchcleantech.com/company/categories/energy-generation/profile/minix-reduces-aircraft-vortex-and-pollution.html,Energy generation (95),19,MINIX,MINIX
COGEBIO,Increase yield of biomass cogeneration,https://www.frenchcleantech.com/company/categories/energy-generation/profile/ecoren-increased-the-yield-of-biomass-cogeneration.html,Energy generation (95),19,COGEBIO,COGEBIO
Fermentalg,Ocean Green Energy,https://www.frenchcleantech.com/company/categories/energy-generation/profile/fermentalg-ocean-green-energy.html,Energy generation (95),19,FERMENTALG,FERMENTALG
Litelis,Gasification and treatment of piped odours,https://www.frenchcleantech.com/company/categories/energy-generation/profile/verite-bioenvironmental-technology.html,Energy generation (95),19,LITELIS,LITELIS
Biodiv-Wind,Fauna technology company,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/biodiv-wind-fauna-technology-company.html,Energy infrastructure (22),1,BIODIV WIND,BIODIV WIND
Forcity,Smart City Software,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/forcity-smart-city-software.html,Energy infrastructure (22),1,FORCITY,FORCITY
Cornis,Blade inspection technology,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/cornis-blade-inspection-technology.html,Energy infrastructure (22),1,CORNIS,CORNIS
CoSMo Company,Complex Systems Modeling,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/cosmo-company-complex-systems-modeling.html,Energy infrastructure (22),1,COSMO COMPANY,COSMO COMPANY
Open Ocean,Marine energy consultancy,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/open-ocean-marine-energy-consultancy.html,Energy infrastructure (22),1,OPEN OCEAN,OPEN OCEAN
Rockmat,Foundation for rocky seabed,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/rockmat-foundation-for-rocky-seabed.html,Energy infrastructure (22),2,ROCKMAT,ROCKMAT
Actility,M2M and smart grid applications,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/actility-m2m-and-smart-grid-applications.html,Energy infrastructure (22),2,ACTILITY,ACTILITY
IDEOL,Moving the wind energy offshore,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/ideol-moving-the-wind-energy-offshore.html,Energy infrastructure (22),2,IDEOL,IDEOL
Mecamidi,Hydro Power expert,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/mecamidi-hydro-power-expert.html,Energy infrastructure (22),2,MECAMIDI,MECAMIDI
Céole,Wind tower construction plants,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/ceole-wind-tower-construction-plants.html,Energy infrastructure (22),2,CEOLE,CEOLE
S3d convert,S3d convert animal fat into biofuel,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/s3d-convert-animal-fat-into-electricity.html,Energy infrastructure (22),3,S3D CONVERT,S3D CONVERT
Systovi,Innovative building integrated photovoltaïc,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/systovi-innovative-building-integrated-photovoltaic.html,Energy infrastructure (22),3,SYSTOVI,SYSTOVI
Entropy,Datacenter energy optimization,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/entropy-datacenter-energy-optimization.html,Energy infrastructure (22),3,ENTROPY,ENTROPY
Europlasma,Plasma torches technology,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/europlasma-plasma-torches-technology.html,Energy infrastructure (22),3,EUROPLASMA,EUROPLASMA
Methaneva,Methanization & Biogas,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/methaneva-methanization-biogas.html,Energy infrastructure (22),3,METHANEVA,METHANEVA
Exosun,Solar tracking specialist,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/exosun-solar-tracking-specialist.html,Energy infrastructure (22),4,EXOSUN,EXOSUN
Windcap energy,Aerocap tower,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/windcap-energy-aerocap-tower.html,Energy infrastructure (22),4,WINDCAP ENERGY,WINDCAP ENERGY
Olmix,A green refinery project,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/olmix-a-green-refinery-project.html,Energy infrastructure (22),4,OLMIX,OLMIX
CNIM Group,Flue Gas Cleaning,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/cnim-flue-gas-cleaning.html,Energy infrastructure (22),4,CNIM GROUP,CNIM GROUP
Solaire direct,First french solar utility,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/solaire-direct-first-french-solar-utility.html,Energy infrastructure (22),4,SOLAIRE DIRECT,SOLAIRE DIRECT
Vergnet,Wind turbine manufacturer,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/vergnet-the-only-french-wind-turbine-manufacturer.html,Energy infrastructure (22),5,VERGNET,VERGNET
Sabella,Marine energy solutions,https://www.frenchcleantech.com/company/categories/energy-infrastructure/profile/sabella-marine-energy-solutions.html,Energy infrastructure (22),5,SABELLA,SABELLA
Sylfen,Innovative hydrogen-based storage solutions,https://www.frenchcleantech.com/company/categories/energy-storage/profile/sylfen.html,Energy storage (27),1,SYLFEN,SYLFEN
Levisys,Levitation systems,https://www.frenchcleantech.com/company/categories/energy-storage/profile/levisys-levitation-systems.html,Energy storage (27),1,LEVISYS,LEVISYS
Electro Power Systems,Integrated storage solutions,https://www.frenchcleantech.com/company/categories/energy-storage/profile/electro-power-systems.html,Energy storage (27),1,ELECTRO POWER SYSTEMS,ELECTRO POWER SYSTEMS
Ergosup,High pressure hydrogen,https://www.frenchcleantech.com/company/categories/energy-storage/profile/ergosup-innovative-energy-and-conversion-stockage-method.html,Energy storage (27),1,ERGOSUP,ERGOSUP
Forsee Power,Battery system integrator,https://www.frenchcleantech.com/company/categories/energy-storage/profile/forsee-power-battery-system-integrator.html,Energy storage (27),1,FORSEE POWER,FORSEE POWER
NawaTechnologies,Supercapacitator electricity storage device,https://www.frenchcleantech.com/company/categories/energy-storage/profile/nawatechnologies-supercapacitator-electricity-storage-device.html,Energy storage (27),2,NAWATECHNOLOGIES,NAWATECHNOLOGIES
E4V,Energy storage,https://www.frenchcleantech.com/company/categories/energy-storage/profile/e4v-energy-storage.html,Energy storage (27),2,E4V,E4V
I-Ten,Innovative micro battery,https://www.frenchcleantech.com/company/categories/energy-storage/profile/i-ten-micro-thin-film-batteries.html,Energy storage (27),2,I TEN,ITEN
Ad-Venta,Solutions for high pressure gas applications,https://www.frenchcleantech.com/company/categories/energy-storage/profile/ad-venta-solutions-for-high-pressure-gas-applications.html,Energy storage (27),2,AD VENTA,AD VENTA
EV Tronic,Charging stations for electric vehicles,https://www.frenchcleantech.com/company/categories/energy-storage/profile/evtronic-charging-stations-for-electric-vehicles.html,Energy storage (27),2,EV TRONIC,EV TRONIC
Pragma Industries,Fuel cell hydrogen energy,https://www.frenchcleantech.com/company/categories/energy-storage/profile/pragma-industries.html,Energy storage (27),3,PRAGMA INDUSTRIES,PRAGMA INDUSTRIES
Freemens,Preserve battery life,https://www.frenchcleantech.com/company/categories/energy-storage/profile/freemens-preserve-battey-life.html,Energy storage (27),3,FREEMENS,FREEMENS
Accium,On-Chip Integration of High Energy Battery Management Systems,https://www.frenchcleantech.com/company/categories/energy-storage/profile/accium-on-chip-integration-of-high-energy-battery-management-sys.html,Energy storage (27),3,ACCIUM,ACCIUM
N-GHY,Fuel processors for fuel cells,https://www.frenchcleantech.com/company/categories/energy-storage/profile/n-ghy-hydrogen-technology-and-engineering.html,Energy storage (27),3,N GHY,NGHY
SymbioFCell,Fuel cell systems solutions,https://www.frenchcleantech.com/company/categories/energy-storage/profile/symbiofcell-fuel-cell-systems-solutions.html,Energy storage (27),3,SYMBIOFCELL,SYMBIOFCELL
Soft4Energy,"Smart Power,Green Grid & Energy Storage",https://www.frenchcleantech.com/company/categories/energy-storage/profile/soft4energy-.html,Energy storage (27),4,SOFT4ENERGY,SOFT4ENERGY
Bulane,Zero carbon Gas solution,https://www.frenchcleantech.com/company/categories/energy-storage/profile/bulane-innovative-electrolysers.html,Energy storage (27),4,BULANE,BULANE
CETH,Innovative hydrogen production systems,https://www.frenchcleantech.com/company/categories/energy-storage/profile/ceth-innovating-hydrogen-production-systems.html,Energy storage (27),4,CETH,CETH
McPhy Energy,Solid-State hydrogen tank,https://www.frenchcleantech.com/company/categories/energy-storage/profile/mcphy-energy-solid-state-hydrogen-tank.html,Energy storage (27),4,MCPHY ENERGY,MCPHY ENERGY
2IDEA,Solar refrigerators & freezers,https://www.frenchcleantech.com/company/categories/energy-storage/profile/2idea-solar-refrigerators-freezers.html,Energy storage (27),4,2IDEA,2IDEA
Voltalis,Smart grid technology,https://www.frenchcleantech.com/company/categories/energy-storage/profile/voltalis.html,Energy storage (27),5,VOLTALIS,VOLTALIS
Geogreen,Expert in CO2 geological storage,https://www.frenchcleantech.com/company/categories/energy-storage/profile/geogreen-expert-in-co2-transport-and-geological-storage.html,Energy storage (27),5,GEOGREEN,GEOGREEN
Kaplan Energy,Solar water heater,https://www.frenchcleantech.com/company/categories/energy-storage/profile/kaplan-energy-a-french-innovation-in-solar-water-heaters.html,Energy storage (27),5,KAPLAN ENERGY,KAPLAN ENERGY
Batscap,Lithium metal polymer battery,https://www.frenchcleantech.com/company/categories/energy-storage/profile/batscap-lithium-metal-polymer-battery.html,Energy storage (27),5,BATSCAP,BATSCAP
Solaref,Solar ice fridge,https://www.frenchcleantech.com/company/categories/energy-storage/profile/solaref-solar-ice-fridge.html,Energy storage (27),5,SOLAREF,SOLAREF
Ceram Hyd,Hydrogen storage,https://www.frenchcleantech.com/company/categories/energy-storage/profile/ceram-hyd-hydrogen-storage.html,Energy storage (27),6,CERAM HYD,CERAM HYD
Opaly,Active solar envelope,https://www.frenchcleantech.com/company/categories/energy-storage/profile/opaly-active-solar-envelope-in-buildings.html,Energy storage (27),6,OPALY,OPALY
Vulkam,Amorphous metal,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/vulkam-revolutionize-metallurgy.html,Manufacturing / Industrial (15),1,VULKAM,VULKAM
Innobat,Green Building Future,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/innobat-green-builing-future.html,Manufacturing / Industrial (15),1,INNOBAT,INNOBAT
Rockmat,Foundation for rocky seabed,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/rockmat-foundation-for-rocky-seabed.html,Manufacturing / Industrial (15),1,ROCKMAT,ROCKMAT
Processium,Process integration & technology,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/processium-process-integration-technology.html,Manufacturing / Industrial (15),1,PROCESSIUM,PROCESSIUM
IDEOL,Moving the wind energy offshore,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/ideol-moving-the-wind-energy-offshore.html,Manufacturing / Industrial (15),1,IDEOL,IDEOL
Mecamidi,Hydro Power expert,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/mecamidi-hydro-power-expert.html,Manufacturing / Industrial (15),2,MECAMIDI,MECAMIDI
S'tile,Silicon wafers innovation for solar energy,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/stile-development-of-semiconductors-materials-for-solar-energy.html,Manufacturing / Industrial (15),2,S TILE,STILE
Emix,Silicon wafers for solar industries,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/emix-silicon-wafers-for-solar-industries.html,Manufacturing / Industrial (15),2,EMIX,EMIX
Systovi,Innovative building integrated photovoltaïc,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/systovi-innovative-building-integrated-photovoltaic.html,Manufacturing / Industrial (15),2,SYSTOVI,SYSTOVI
Jet metal technologies,Clean coating technology,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/jet-metal-technologies-clean-coating-technology.html,Manufacturing / Industrial (15),2,JET METAL TECHNOLOGIES,JET METAL TECHNOLOGIES
JD Transbio,Bio degradable production pot,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/jd-transbio-bio-degradable-production-pot.html,Manufacturing / Industrial (15),3,JD TRANSBIO,JD TRANSBIO
Watteco,Smart energy hardware and software solutions,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/watteco-smart-energy-hardware-and-software-solutions.html,Manufacturing / Industrial (15),3,WATTECO,WATTECO
Climpact,Climate information technology,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/climpact-climate-information-technology.html,Manufacturing / Industrial (15),3,CLIMPACT,CLIMPACT
Neosens,Pure Sensor Solutions,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/neosens-pure-sensor-solutions.html,Manufacturing / Industrial (15),3,NEOSENS,NEOSENS
Pylote,Innovative green particles,https://www.frenchcleantech.com/company/categories/manufacturing-industrial/profile/pylote-introduces-innovative-green-particles.html,Manufacturing / Industrial (15),3,PYLOTE,PYLOTE
Vulkam,Amorphous metal,https://www.frenchcleantech.com/company/categories/materials/profile/vulkam-revolutionize-metallurgy.html,Materials (38),1,VULKAM,VULKAM
Lactips,Thermoplastic pellets based on milk protein,https://www.frenchcleantech.com/company/categories/materials/profile/lactips-thermoplastic-pellets-based-on-milk-protein.html,Materials (38),1,LACTIPS,LACTIPS
EnobraQ,Specialist in CO2 capture and exploitation using yeast,https://www.frenchcleantech.com/company/categories/materials/profile/enobraq-.html,Materials (38),1,ENOBRAQ,ENOBRAQ
Argilus,Clay plaster and ecological material,https://www.frenchcleantech.com/company/categories/materials/profile/argilus-clay-plaster-and-ecological-material.html,Materials (38),1,ARGILUS,ARGILUS
Biolie,Clean solvant-free enzyme,https://www.frenchcleantech.com/company/categories/materials/profile/biolie-clean-solvant-free-enzyme.html,Materials (38),1,BIOLIE,BIOLIE
CTI,Ceramic membranes for liquid filtration,https://www.frenchcleantech.com/company/categories/materials/profile/cti-ceramic-membranes.html,Materials (38),2,CTI,CTI
Erneo,Direct drive permanent magnet generators,https://www.frenchcleantech.com/company/categories/materials/profile/erneo-direct-drive-permanent-magnet-generators.html,Materials (38),2,ERNEO,ERNEO
Carbios,Green chemistry applied to polymers,https://www.frenchcleantech.com/company/categories/materials/profile/carbios-green-chemistry-applied-to-polymers.html,Materials (38),2,CARBIOS,CARBIOS
Espaciel,Light Deflector,https://www.frenchcleantech.com/company/categories/materials/profile/espaciel-light-deflector.html,Materials (38),2,ESPACIEL,ESPACIEL
RayCreatis,3D energy simulation business solutions,https://www.frenchcleantech.com/company/categories/materials/profile/raycreatis-3d-energy-simulation-business-solutions.html,Materials (38),2,RAYCREATIS,RAYCREATIS
MACC3,Innovative wall insulation,https://www.frenchcleantech.com/company/categories/materials/profile/macc3-innovative-insulation-wall.html,Materials (38),3,MACC3,MACC3
Innobat,Green Building Future,https://www.frenchcleantech.com/company/categories/materials/profile/innobat-green-builing-future.html,Materials (38),3,INNOBAT,INNOBAT
BT3 Technologies,Green chemistry,https://www.frenchcleantech.com/company/categories/materials/profile/bt3-technologies-green-chemistry.html,Materials (38),3,BT3 TECHNOLOGIES,BT3 TECHNOLOGIES
Photofuel,Harnessing the energy of sunlight photons,https://www.frenchcleantech.com/company/categories/materials/profile/photofuel-harnessing-the-energy-of-sunlight-photons.html,Materials (38),3,PHOTOFUEL,PHOTOFUEL
